score,angry,happy,neutral,sad,surprise,Learning_Path
40,25.04158021,37.61021839,24.6242909,7.52253029,5.20138021,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,44.49013507,31.30196612,2.746261755,4.069015023,17.39262203,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,2.44603296,40.56690645,33.85184829,14.81789701,8.317315293,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,15.80640916,5.179766402,3.965982931,71.15419288,3.893648628,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,41.83597683,3.879842453,14.45781564,5.426999634,34.39936544,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,10.76279135,23.7118313,25.32094073,3.820599138,36.38383748,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,2.637506387,27.97246217,19.53567839,11.8021056,38.05224745,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,1.07725927,0.30218992,51.48803343,2.427067829,44.70544955,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,19.89160187,2.889159494,27.6542436,10.40915482,39.15584022,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,0.382678093,17.48772995,5.559799583,7.862223011,68.70756937,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,42.57189949,2.121541941,11.48264775,25.77439223,18.04951859,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,33.83022861,17.44946212,5.610859565,42.30022535,0.809224353,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,10.71374734,9.561520755,12.76972068,16.88784454,50.06716669,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,20.06165374,12.47699893,28.85850128,30.37717685,8.225669208,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,13.1261687,0.144915299,17.85068855,18.32960212,50.54862534,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,1.069298709,11.17660551,50.05087298,14.38942797,23.31379484,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,60.33041849,13.12202289,18.91688533,4.518548978,3.112124312,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,17.84092743,9.472321307,23.67094986,18.54213671,30.47366468,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,7.119060053,18.77487075,17.14098476,45.23245068,11.73263376,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,33.18446761,20.55921219,9.361669312,20.75795805,16.13669284,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,4.068718707,36.75090554,10.04650913,35.84116081,13.29270581,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,4.800601913,1.185110767,60.26043808,33.2938423,0.460006937,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,48.89711153,10.73381056,9.565955097,20.08722574,10.71589707,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,11.03404402,1.213241556,14.49713673,9.903089757,63.35248793,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,46.94981386,9.780920215,0.961267992,28.93936011,13.36863783,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,7.742182914,63.0805353,18.80423118,9.760552305,0.612498303,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,16.39307649,17.16406168,2.928615084,55.9708279,7.543418844,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,22.42334572,7.425002536,30.88081043,32.12277137,7.148069942,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,2.995062864,31.23079825,13.95782135,31.60786782,20.20844971,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,1.065869067,38.5396585,0.482330892,1.096746148,58.81539539,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,1.64009597,33.02240809,11.26897927,23.74600862,30.32250805,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,17.7468966,9.46239728,13.50397003,16.34589532,42.94084077,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,17.11287033,11.13403316,4.971227375,25.66573739,41.11613174,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,31.82407568,0.752072735,1.201553946,23.60457556,42.61772208,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,6.14491872,26.97143863,63.01976454,2.036338939,1.82753917,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,14.01352766,2.085994226,40.97575591,5.491106748,37.43361545,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,24.11373075,70.04127234,1.486018179,0.183137169,4.175841566,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,13.3103889,54.78593458,27.19320855,1.238586829,3.47188114,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,8.65232243,15.05977419,0.754188885,10.9550785,64.578636,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,63.63454893,24.65561414,0.929741953,6.431048822,4.34904615,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,55.19431142,37.95953377,0.170249198,4.660918166,2.014987452,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,25.92706681,0.572304056,40.40361082,9.789107521,23.3079108,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,13.92056622,11.33053,64.20478492,4.747393762,5.796725101,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,3.719046497,29.73760683,10.63551644,49.50245836,6.405371874,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,15.22380615,9.397771707,35.67361845,34.02478891,5.680014793,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,55.62384975,23.91518566,3.121117385,4.378099977,12.96174723,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,19.74153618,11.50005535,39.44679753,17.82247552,11.48913542,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,21.30974743,32.80970268,23.05093458,13.59020098,9.239414339,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,10.20843656,32.9809757,37.09625265,17.89756164,1.816773453,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,1.148370638,14.40087847,40.76434907,16.319939,27.36646282,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,5.784638033,11.78690585,8.708503308,1.332485753,72.38746705,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,1.689837199,32.98795934,39.89980069,10.61360024,14.80880254,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,41.74518652,22.77737279,18.78948326,3.502853477,13.18510396,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,40.36596549,15.34250135,6.704008401,37.21591999,0.371604774,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,21.81856319,10.75134408,2.222154287,6.316347085,58.89159136,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,14.0254256,44.47668507,9.812867602,10.07816713,21.60685459,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,47.19830666,9.933721058,6.802656211,23.80466959,12.26064648,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,19.30205751,52.31932688,13.14973375,10.2764333,4.952448547,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,2.868127088,19.98353108,1.456083908,12.32782961,63.36442832,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,9.99609666,58.09607689,4.822376794,14.37228202,12.71316764,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,15.80654848,17.42325498,10.41680525,29.5057021,26.84768918,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,48.60727304,3.950757469,6.444271881,9.723106922,31.27459069,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,22.45058618,6.663147683,6.310634957,27.26294072,37.31269046,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,19.62395934,0.338842288,39.71834967,30.07771417,10.24113454,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,23.14482912,58.85794699,14.39957225,0.293595329,3.304056312,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,19.95901993,8.487074408,17.96924571,50.2479598,3.336700156,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,16.08977908,17.32301208,24.14209458,34.81082232,7.634291935,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,38.06646737,3.450899562,17.78210676,9.471606251,31.22892005,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,8.3770822,24.01199704,13.52241527,14.95261525,39.13589024,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,24.73833888,33.46967876,16.74456563,18.29822961,6.749187126,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,4.200452935,20.39932815,55.10847681,3.752915492,16.53882661,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,22.66905925,12.98153467,49.80455959,10.72967452,3.815171971,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,28.63260231,1.450644149,40.03847084,8.295805317,21.58247738,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,11.92461465,2.641478392,4.972471151,47.1280001,33.33343571,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,1.467504005,24.07238155,32.22018448,9.720184102,32.51974586,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,25.99961761,12.71072147,18.41165066,22.17196686,20.7060434,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,5.001210994,29.20454722,20.89586181,37.09279926,7.805580717,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,20.95931206,6.125597449,31.25560864,23.47969664,18.17978521,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,14.76750878,44.10493937,8.820464771,13.21904244,19.08804464,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,20.28983756,13.56882845,4.64797448,17.69746935,43.79589017,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,2.475231529,62.15269424,9.078771776,8.245125468,18.04817699,"['medium', 'hard', 'hard', 'hard', 'hard']"
100,13.76663395,3.295739159,63.75624541,17.49179919,1.68958229,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,44.76936576,23.47170391,0.992412592,18.14769305,12.61882469,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,17.45625542,0.234356281,50.50829148,26.51229341,5.288803408,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,40.35299103,17.34801711,24.46268194,2.299729736,15.53658018,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,50.90039612,10.00907619,8.947765619,25.46601471,4.676747367,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,7.889601205,4.004806515,43.21041543,14.33306336,30.56211349,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,42.07585955,23.00584137,25.27729714,4.29084519,5.350156749,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,10.85802992,1.2856817,8.545815134,44.53753546,34.77293778,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,2.648844726,5.207336897,11.91108739,69.66764433,10.56508665,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,21.98924849,3.334532287,31.80264699,17.70135485,25.17221738,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,70.5626427,24.98066314,0.25582723,0.360112944,3.840753986,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,9.348854147,12.02795235,13.09023832,20.23998386,45.29297132,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,23.9607713,28.01360121,9.138885538,5.333108948,33.55363301,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,13.95783213,8.51693591,74.08068413,2.356852497,1.087695334,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,36.36670491,16.30078672,39.57207757,4.438870187,3.321560612,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,26.4810982,32.9929232,20.92867971,12.38053256,7.216766332,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,1.776629201,39.83016021,35.05315811,5.736933834,17.60311864,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,37.5410075,7.828593564,11.63677627,39.74183757,3.251785092,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,38.61233087,28.18530617,21.59991026,6.043917223,5.558535476,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,16.11477948,28.00667738,26.21438631,13.23412977,16.43002707,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,13.81506423,42.62805239,11.06724893,5.702742003,26.78689244,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,29.42992666,19.87675183,7.532171264,13.27998278,29.88116746,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,20.28169033,24.78313393,28.32736625,14.44762409,12.1601854,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,6.187747988,29.91683052,0.810944262,51.27250889,11.81196834,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,40.62882779,12.56405418,1.546321597,39.08448696,6.176309476,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,27.32691041,12.65592781,1.710176212,37.88817911,20.41880647,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,10.32842266,39.8811998,18.87999844,30.64905994,0.261319168,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,1.304346371,24.23106121,14.47689911,35.05542736,24.93226595,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,7.851987102,64.81638951,2.535730315,19.70224154,5.093651532,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,5.452306133,25.89222173,36.12763617,23.96806451,8.559771456,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,8.542590531,42.42362927,23.65352754,16.24439955,9.135853113,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,11.24668917,25.42134049,24.57624005,31.83629084,6.919439454,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,35.92901944,14.44787628,9.177026211,27.26835436,13.1777237,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,43.44588497,7.316113216,1.699541973,36.24776818,11.29069166,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,57.2989031,12.15692277,3.57199531,13.30949885,13.66267996,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,4.464164073,23.30915624,4.239679444,46.45255359,21.53444666,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,8.344348296,24.86595555,4.983818064,36.44643357,25.35944452,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,18.64702781,6.496633263,38.04769314,1.037632403,35.77101338,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,3.546501044,51.67768738,11.52693639,21.58856251,11.66031268,"['medium', 'hard', 'hard', 'hard', 'hard']"
20,3.552146873,2.97349026,64.46080617,5.286494715,23.72706198,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,19.82271779,22.91361287,24.25184534,27.00577517,6.006048838,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,55.10261945,7.729235366,11.37423675,21.73103648,4.062871952,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,43.33705089,2.064970045,10.38647226,32.26006624,11.95144057,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,3.316670642,6.752698222,51.07329409,29.56441433,9.292922722,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,1.37888485,7.892505245,57.10895222,20.43852218,13.1811355,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,13.94568313,37.20879479,14.98851709,18.23250674,15.62449825,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,7.106851644,28.44275867,39.59426289,18.08642495,6.769701849,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,5.957235944,40.34569374,2.573126179,8.722747907,42.40119623,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,22.59817902,2.298653438,22.73613635,12.64514317,39.72188802,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,7.083835607,26.71011575,44.1821397,16.0413729,5.982536049,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,29.56360244,5.009185969,4.319135477,10.1907555,50.91732061,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,9.144781825,23.60700273,36.0404229,0.59042538,30.61736716,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,6.584384789,6.407429569,4.826637079,56.73237831,25.44917026,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,25.04858722,1.67695516,26.84571581,45.66343744,0.765304369,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,1.029355807,25.33154421,1.726045491,12.18866364,59.72439085,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,29.36939278,5.976509834,41.91226911,15.65978999,7.08203829,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,19.55169126,9.510263428,64.595873,4.443944508,1.898227807,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,28.08323832,15.98632573,17.04105825,13.93530364,24.95407406,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,49.30918009,7.240849731,11.94101543,22.38181729,9.127137458,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,20.09030121,3.038357828,32.50329993,33.76693868,10.60110235,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,2.596536263,58.64035747,12.72854563,10.72947304,15.30508759,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,48.98781672,40.05003182,6.80451707,0.845793416,3.311840967,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,44.60698767,25.83385525,14.60981209,2.629396648,12.31994834,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,45.82157565,19.96344607,1.186286995,19.977884,13.05080727,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,12.32609705,33.96107587,1.435465825,24.11389314,28.16346811,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,10.42867786,8.692275233,29.99620189,13.02807419,37.85477083,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,2.657326505,13.87303731,32.72675452,15.87767582,34.86520586,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,1.134862064,44.91382094,4.328537564,1.052188276,48.57059115,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,2.82916098,46.31518487,25.42742757,17.17190062,8.25632596,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,7.264936664,4.474099143,23.79724795,11.54292377,52.92079247,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,16.52521718,25.96437975,28.64729692,27.90995731,0.953148838,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,7.256770177,39.27474889,25.84905391,24.52338932,3.096037708,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,14.115535,21.48956463,26.9208522,31.87509077,5.598957407,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,23.76525331,20.78255141,17.21374789,8.529388889,29.7090585,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,30.61670779,19.57580378,10.04750219,28.51894974,11.24103649,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,21.12463347,20.64667783,4.880504534,18.82461217,34.523572,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,30.73308109,8.133251772,23.27055023,15.55482177,22.30829514,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,32.36635214,41.43554887,3.634304599,7.457557031,15.10623736,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,7.35905683,22.45983446,2.631709889,32.77029975,34.77909907,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,9.787553151,11.8425335,56.73831941,14.34945466,7.282139278,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,16.11183296,25.50177664,5.149847297,16.63932157,36.59722153,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,8.803270134,14.9536001,0.788698984,4.490580798,70.96384998,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,10.21632864,6.080162504,5.197997437,28.62818034,49.87733108,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,4.008428572,55.76428118,10.80060123,19.05041215,10.37627687,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,2.900238559,1.916801285,40.73164205,51.17950863,3.271809482,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,25.2738095,2.26420364,51.72464166,10.56260174,10.17474346,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,2.393462731,57.09405007,8.116285133,26.44693966,5.949262402,"['medium', 'hard', 'hard', 'hard', 'hard']"
80,7.960274437,24.73795912,21.62501908,15.69001391,29.98673346,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,31.09469557,26.42384056,20.16660159,10.85225175,11.46261053,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,8.387212558,24.89772072,14.94278874,6.702734236,45.06954375,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,33.77112165,13.99353928,13.46154372,19.9367685,18.83702685,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,18.056262,2.399539781,7.093602291,65.45563315,6.994962781,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,43.0292079,30.00573298,4.599915853,6.325875887,16.03926739,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,7.905560397,17.8743726,35.26793973,11.84286142,27.10926585,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,32.25498164,32.87280187,1.267348688,22.29821029,11.30665751,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,74.62448947,3.640053844,3.567140274,6.705709295,11.46260712,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,16.90901445,12.37601724,34.30732911,14.48180563,21.92583357,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,35.03345578,11.85107654,33.14533672,10.34585474,9.624276229,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,1.992971177,5.158130973,20.92502108,48.76453172,23.15934505,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,2.174783119,27.80220325,39.50597392,16.11888383,14.39815587,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,7.469438718,48.93136906,15.86806883,10.13594734,17.59517605,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,2.799566746,3.808144888,16.11926392,56.20188111,21.07114333,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,25.12235661,8.866478343,17.74370537,20.44861602,27.81884366,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,42.56078656,29.44674176,14.094993,5.680758321,8.21672037,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,12.77349328,12.68729034,33.44598504,3.027373154,38.06585819,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,38.91195733,14.34397149,35.39354273,9.642726913,1.707801538,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,2.356930443,31.60369347,8.579951202,26.68062627,30.77879862,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,34.77053301,35.80853621,5.163842333,14.89939391,9.357694543,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,20.14991989,6.462491225,12.70503153,15.34760326,45.3349541,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,42.6905356,3.639256044,3.901232575,29.42280034,20.34617545,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,12.20565831,57.62349908,11.32797198,16.242193,2.60067763,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,0.477915561,1.898108956,27.73860315,62.49958984,7.385782493,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,31.72857585,10.28116308,19.35776456,12.69051433,25.94198219,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,12.4151305,5.888629191,16.64232228,44.73198185,20.32193619,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,17.83074658,12.27676814,22.10824887,24.98153185,22.80270456,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,39.22700053,27.70959172,13.17363791,17.24860052,2.641169312,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,26.12487321,42.81611304,6.574381653,9.96760105,14.51703104,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,14.35124229,27.96311359,25.20738355,24.49590501,7.982355561,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,23.45842416,27.53070646,30.84244723,13.8080792,4.360342947,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,29.44908124,1.355504246,7.207279913,0.55392404,61.43421056,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,27.2078056,23.03034888,26.10643003,22.45181458,1.203600896,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,17.56988342,45.06919948,3.221774906,1.694850904,32.44429128,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,4.543111638,23.96242608,1.529504992,0.879304584,69.08565271,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,16.59272454,43.59020267,18.0417545,1.981793647,19.79352464,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,24.01738399,3.046231852,56.09937199,7.822444521,9.014567648,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,25.61240271,33.3641994,21.7917464,19.13017681,0.101474682,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,31.31456417,18.46215537,22.59722989,6.431956669,21.1940939,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,58.38065566,3.378529049,28.35378091,4.744104389,5.142929985,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,45.63207223,19.56285427,2.204397105,24.23368267,8.366993719,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,27.70103297,3.250618224,16.60370833,1.259462097,51.18517838,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,23.70506423,20.66571304,12.77262717,40.34883523,2.507760329,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,51.70045071,4.431048751,20.56518784,7.315513745,15.98779895,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,51.73587453,4.475348797,18.62524966,4.33743707,20.82608994,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,17.58259133,9.115756777,32.72438688,20.08718739,20.49007761,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,27.65221337,34.56070885,15.31391222,16.51742201,5.955743561,"['easy', 'medium', 'medium', 'medium', 'hard']"
